Dia Semana,Data,Atendimento,Demandante,Atuação,Modelo,Sem OS,Com OS,KM Terrestre,KM Aéreo,Preventiva,Corretiva,Instalacao,Treinamento,Viagem,Cidade,UF,Folga Trabalhada,Papelada,Plantao,Cod. IBGE UF,Cod. IBGE Cidade,Ano,Mes,MesNome
Sábado,13/05/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Domingo,14/05/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Segunda,15/05/2023,Treinamento Fábrica + suporte remoto Anderson + vôo ida VCP - NVT,Ranan,Trabalhado,,3,0,150,456,0,0,0,1,1,Itajaí,SC,0,0,0,42,4208203,2023,5,Maio
Terça,16/05/2023,corretiva Itajaí,Ranan,Trabalhado,FS6000,0,1,40,0,0,1,0,0,1,Itajaí,SC,0,0,0,42,4208203,2023,5,Maio
Quarta,17/05/2023,Vôo retorno NVT - GRU + ida Uber VCP,Barbosa,Trabalhado,,2,0,260,442,0,0,0,0,1,Itajaí,SC,0,0,0,42,4208203,2023,5,Maio
Quinta,18/05/2023,Treinamento Fábrica,Barbosa,Trabalhado,,1,0,10,0,0,0,0,1,1,Indaiatuba,SP,0,0,0,35,3520509,2023,5,Maio
Sexta,19/05/2023,Treinamento Fábrica,Barbosa,Trabalhado,,1,0,150,0,0,0,0,1,1,Indaiatuba,SP,0,0,0,35,3520509,2023,5,Maio
Sábado,20/05/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Domingo,21/05/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Segunda,22/05/2023,Revisão TR2000DC + corretiva Casa Cantareira,Fábio Santos,Trabalhado,TR2000DC,1,1,60,0,0,1,0,1,0,Guarulhos,SP,0,0,0,35,3518800,2023,5,Maio
Terça,23/05/2023,Treinamento Fábrica + retirada tubo André + Remota Fórum Rio grande - RS,Diego,Trabalhado,CX6040BI,2,1,300,0,0,1,0,1,0,Indaiatuba,SP,0,0,0,35,3520509,2023,5,Maio
Quarta,24/05/2023,entrega tubo André + vôo ida GRU - MCP,Paulinele,Trabalhado,,2,0,100,2680,0,0,0,0,1,Macapá,AP,0,0,0,16,1600303,2023,5,Maio
Quinta,25/05/2023,Macapá = Custódia especial prev e corr.  + pen. Feminina prev. e corr. + pen. Masculina prev. 03 6040,Paulinele,Trabalhado,CX6040BI,0,7,60,0,5,2,0,0,1,Macapá,AP,0,0,0,16,1600303,2023,5,Maio
Sexta,26/05/2023,Macapá = anexo prev. e corr. + pen. Masculina corr. 03 0640 + email O.S's,Paulinele,Trabalhado,CX6040BI,1,5,60,0,1,4,0,0,1,Macapá,AP,0,0,0,16,1600303,2023,5,Maio
Sábado,27/05/2023,Voo retorno MCP - GRU,Paulinele,Trabalhado,,1,0,70,2680,0,0,0,0,1,Macapá,AP,0,0,0,16,1600303,2023,5,Maio
Domingo,28/05/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Segunda,29/05/2023,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,5,Maio
Terça,30/05/2023,Estudos CT,Bruno,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Quarta,31/05/2023,Remota PMERJ + suporte Anderson Recife,Diego,Trabalhado,CX5030T,2,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,5,Maio
Quinta,01/06/2023,prev. casa santo André 1 e 2 + são Bernardo 1 e 2 + Mauá + Diadema,Fábio Santos,Trabalhado,HT2000GA,0,6,120,0,6,0,0,0,0,Diadema,SP,0,0,0,35,3513801,2023,6,Junho
Sexta,02/06/2023,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Sábado,03/06/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,6,Junho
Domingo,04/06/2023,Plantão + Corretiva Casa Snt André 1,Plantão,Trabalhado,HT2000GA,1,1,100,0,0,1,0,0,0,Santo André,SP,0,0,1,35,3547809,2023,6,Junho
Segunda,05/06/2023,Jadlog prev e corr 02 6040 + sup. Rogério,Fábio Santos,Trabalhado,CX6040BI,1,4,100,0,1,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Terça,06/06/2023,ML SBC prev 04 100100D,Fábio Santos,Trabalhado,CX100100D,0,4,100,0,4,0,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2023,6,Junho
Quarta,07/06/2023,Prev. casa bela vista + casa belem + papelada + perda dosímetro,Fábio Santos,Trabalhado,HT2000GA,2,2,60,0,2,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,6,Junho
Quinta,08/06/2023,Corpus Christi,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Sexta,09/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Sábado,10/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Domingo,11/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Segunda,12/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Terça,13/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Quarta,14/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Quinta,15/06/2023,Folga Banco + carta dosímetro,0,Folga Banco,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Sexta,16/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Sábado,17/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Domingo,18/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Segunda,19/06/2023,Folga Banco + sup. Anderson,0,Folga Banco,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Terça,20/06/2023,Folga banco horas + reunião 09:00,Fábio Santos,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Quarta,21/06/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Quinta,22/06/2023,Barbosa fábrica,Bruno,Trabalhado,,1,0,300,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2023,6,Junho
Sexta,23/06/2023,My maps Audrey + Remota aerop. Natal,Audrey,Trabalhado,TR2000DC,1,1,0,0,0,1,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2023,6,Junho
Sábado,24/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Domingo,25/06/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,6,Junho
Segunda,26/06/2023,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,6,Junho
Terça,27/06/2023,vôo ida CGH - BSB - BVB,Paulinele,Trabalhado,,1,0,50,3393,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2023,6,Junho
Quarta,28/06/2023,movimentação e Instalação 100100TI SFA Boa vista/RR,Paulinele,Trabalhado,CX100100TI,1,0,50,0,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2023,6,Junho
Quinta,29/06/2023,"Limpeza 100100TI (tubo vazando óleo, fotodiodo não funciona)",Paulinele,Trabalhado,CX100100TI,1,0,50,0,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2023,6,Junho
Sexta,30/06/2023,Relatório e solicitação de peças,Paulinele,Trabalhado,,1,1,10,0,0,0,1,0,1,Boa Vista,RR,0,0,0,14,1400100,2023,6,Junho
Sábado,01/07/2023,Folga + vôo volta BVB - BSB - CGH,Paulinele,Trabalhado,,1,0,70,3393,0,0,0,0,1,Boa Vista,RR,1,0,0,14,1400100,2023,7,Julho
Domingo,02/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Segunda,03/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Terça,04/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quarta,05/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quinta,06/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sexta,07/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sábado,08/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Domingo,09/07/2023,Feriado Revolução Constitucionalista,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Segunda,10/07/2023,Alinhamento Aerovip Guarulhos,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,7,Julho
Terça,11/07/2023,Treinamento NR-12 online 09:30 até 12:00,Fábio Santos,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quarta,12/07/2023,Instalação 100100TI Aerovip Guarulhos,Diego,Trabalhado,CX100100TI,0,1,100,0,0,0,1,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,7,Julho
Quinta,13/07/2023,Treinamento 100100TI Aerovip Guarulhos,Diego,Trabalhado,CX100100TI,1,0,100,0,0,0,0,1,0,Guarulhos,SP,0,0,0,35,3518800,2023,7,Julho
Sexta,14/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sábado,15/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Domingo,16/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Segunda,17/07/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Terça,18/07/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quarta,19/07/2023,Remota aerop Natal TR1000QC + Remota aerovip,Bruno,Trabalhado,TR1000QC,0,2,0,0,0,2,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quinta,20/07/2023,Treinamento NR-06 online 09:30 até 12:00,Fábio Santos,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sexta,21/07/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sábado,22/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Domingo,23/07/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Segunda,24/07/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Terça,25/07/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Quarta,26/07/2023,Corretiva ML SBC 02 100100D (mão presa),Fábio Santos,Trabalhado,HT2000GA,0,2,100,0,0,2,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2023,7,Julho
Quinta,27/07/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sexta,28/07/2023,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,7,Julho
Sábado,29/07/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,7,Julho
Domingo,30/07/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,7,Julho
Segunda,31/07/2023,Casa Brás + ML Cajamar as 09:00 com Felipe e Alex (guarulhos),Fábio Santos,Trabalhado,CX100100D,1,1,150,0,0,2,0,0,0,Cajamar,SP,0,0,0,35,3509205,2023,7,Julho
Terça,01/08/2023,ML Campinas,Fábio Santos,Trabalhado,CX100100D,0,1,280,0,0,1,0,0,0,Campinas,SP,0,0,0,35,3509502,2023,8,Agosto
Quarta,02/08/2023,Banco Safra + Casa São Luiz 1 e 2 + São Bernardo 1 e 2 + Chiquinha Gonzaga,Fábio Santos,Trabalhado,HT2000GA,0,6,200,0,6,0,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2023,8,Agosto
Quinta,03/08/2023,ML Campinas + adesivos e MCB fábrica,Fábio Santos,Trabalhado,CX100100D,0,1,300,0,1,0,0,0,0,Campinas,SP,0,0,0,35,3509502,2023,8,Agosto
Sexta,04/08/2023,Papelada + adesivos e MCB Emerson,Fábio Santos,Trabalhado,,2,0,60,0,0,0,0,0,0,Guarulhos,SP,0,1,0,35,3518800,2023,8,Agosto
Sábado,05/08/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Domingo,06/08/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Segunda,07/08/2023,Vôo ida GRU - BSB - MCP,Walter,Trabalhado,,1,0,70,2750,0,0,0,0,1,Macapá,AP,0,0,0,16,1600303,2023,8,Agosto
Terça,08/08/2023,Inst. e tre. Pen. Fem. Macapá (Copef) 01 100100TI,Walter,Trabalhado,CX100100TI,1,1,30,0,0,0,1,1,1,Macapá,AP,0,0,0,16,1600303,2023,8,Agosto
Quarta,09/08/2023,Inst. e tre. Colonia Penal Macapá (Anexo) 01 100100TI,Walter,Trabalhado,CX100100TI,1,1,30,0,0,0,1,1,1,Macapá,AP,0,0,0,16,1600303,2023,8,Agosto
Quinta,10/08/2023,Inst. e tre. Pen. Segurança Máxima Macapá  01 100100TI,Walter,Trabalhado,CX100100TI,1,1,30,0,0,0,1,1,1,Macapá,AP,0,0,0,16,1600303,2023,8,Agosto
Sexta,11/08/2023,Folga Plantão + Inst. e tre. Pen. Masc. Macapá (Cadeião) 01 100100TI+ Prev. Aerop Macapá 01 100100TI + prev. CCE Macapá 01 CX6040BI,0,Folga Plantão,CX100100TI,1,3,30,0,2,0,1,1,1,Macapá,AP,0,0,0,16,1600303,2023,8,Agosto
Sábado,12/08/2023,"Plantão + Prev. Compl. Macapá Copef 01 6040, Anexo 02 6040 e  prev e trein Cadeião 01 6040 + visita assistida Cadeião",Plantão,Trabalhado,CX6040BI,2,4,30,0,4,0,0,1,1,Macapá,AP,0,0,1,16,1600303,2023,8,Agosto
Domingo,13/08/2023,"Plantão + Visita assistida Copef, Anexo e Cadeião + Vôo volta MCP - BEL - GRU",Plantão,Trabalhado,CX100100TI,3,0,70,2847,0,0,0,1,1,Macapá,AP,0,0,1,16,1600303,2023,8,Agosto
Segunda,14/08/2023,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,8,Agosto
Terça,15/08/2023,Fábrica,Fábio Santos,Trabalhado,,1,0,280,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quarta,16/08/2023,Fábrica,Fábio Santos,Trabalhado,,1,0,280,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quinta,17/08/2023,Fábrica,Fábio Santos,Trabalhado,,1,0,280,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Sexta,18/08/2023,Remota fórum Jequié - BA,Diego,Trabalhado,CX6040BI,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Sábado,19/08/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Domingo,20/08/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Segunda,21/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Terça,22/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quarta,23/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quinta,24/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Sexta,25/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Sábado,26/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Domingo,27/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Segunda,28/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Terça,29/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quarta,30/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Quinta,31/08/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,8,Agosto
Sexta,01/09/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sábado,02/09/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Domingo,03/09/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Segunda,04/09/2023,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Terça,05/09/2023,Reunião às 16:00,Fábio Santos,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quarta,06/09/2023,Reunião às 17:00 + cirurgia varizes + atestado,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quinta,07/09/2023,atestado + Feriado Revolução Constitucionalista,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sexta,08/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sábado,09/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Domingo,10/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Segunda,11/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Terça,12/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quarta,13/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quinta,14/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sexta,15/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sábado,16/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Domingo,17/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Segunda,18/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Terça,19/09/2023,atestado,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quarta,20/09/2023,retirada pontos e consulta retorno cirurgia BP,Bruno,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quinta,21/09/2023,Exame retorno trabalho clínica + mapa audrei + docs credenciamento,Bruno,Trabalhado,,3,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sexta,22/09/2023,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sábado,23/09/2023,Plantão,Plantão,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,9,Setembro
Domingo,24/09/2023,Plantão,Plantão,Trabalhado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,9,Setembro
Segunda,25/09/2023,My maps audrei + banco horas,Audrey,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Terça,26/09/2023,Folga banco,0,Folga banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quarta,27/09/2023,Corretiva Remota Casa Gaivota + Dash Audrei,Fábio Santos,Trabalhado,HT2000GA,1,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Quinta,28/09/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sexta,29/09/2023,Corretiva Casa Itaquera,Fábio Santos,Trabalhado,HT2000GA,0,1,30,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Sábado,30/09/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,9,Setembro
Domingo,01/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Segunda,02/10/2023,Prev. e trei. Casa Itaquera + corr. e prev. Romão Gomes,Fábio Santos,Trabalhado,HT2100DV,1,2,90,0,2,1,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Terça,03/10/2023,Processo casa Belém Regis + cont. Romão Gomes,Audrey,Trabalhado,HT2100DV,1,1,90,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Quarta,04/10/2023,Desm Casa Guayi (Emerson) + Arrumar Cabos Casa Itaquera,Fábio Santos,Trabalhado,HT2000GA,1,1,90,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,10,Outubro
Quinta,05/10/2023,Desm Casa Guarujá (Alexsander) + Prev. Casa São Bernardo 1 e 2,Fábio Santos,Trabalhado,HT2000GA,1,2,250,0,2,0,0,0,0,Guarujá,SP,0,0,0,35,3518701,2023,10,Outubro
Sexta,06/10/2023,Treinamento Online GRU + Papelada + Prev Cidade 1 e 2,Fábio Santos,Trabalhado,CX5030T,2,2,60,0,2,0,0,1,0,São Paulo,SP,0,1,0,35,3550308,2023,10,Outubro
Sábado,07/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Domingo,08/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Segunda,09/10/2023,Prev e trei Casa São Luís 1 as 08:00,Fábio Santos,Trabalhado,HT2000GA,1,1,120,0,1,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Terça,10/10/2023,Prev e trei Casa São Luís 2 as 07:00 e as 20:00,Fábio Santos,Trabalhado,HT2000GA,1,1,120,0,1,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Quarta,11/10/2023,corre. ML GRU 2 100100D,Fábio Santos,Trabalhado,CX100100D,0,1,100,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,10,Outubro
Quinta,12/10/2023,Feriado Nossa Senhora,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Sexta,13/10/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Sábado,14/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Domingo,15/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Segunda,16/10/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Terça,17/10/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Quarta,18/10/2023,fábrica (retirada cabo)+ ML GRU 2 Corr. 02 100100D (cabo veio defeito),Fábio Santos,Trabalhado,CX100100D,1,2,310,0,0,2,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,10,Outubro
Quinta,19/10/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
